Livingroom_temp,Livingroom_Humidity,laundryRoom_Humidity,OfficeRoom_Humidity,BathRoom_Humidity,Outside_temp_building,Outside_humidity_building,IroningRoom_Humidity,Parentroom_temp,Parent_room_humidity,WeatherStn_Pressure,Windspeed,NSM,day_of_week,month,Energy
16.89,38.23,38.59,37.16333333,49.31444444,-3.667222222,89.665,30.39142857,16.1,38.56666667,759.3,2.333333333,29400,2,1,60
16.79,38.0,38.53,37.03,49.2825,-3.513333333,90.395,30.27055556,16.1,38.22333333,759.4,2.666666667,30000,2,1,70
16.79,37.93333333,38.5,36.96666667,49.2,-3.304444444,90.93111111,30.21,16.1,37.89,759.5,3.0,30600,2,1,70
16.89,38.62666667,38.03,36.79,49.09,-2.933333333,91.79666667,30.1,16.0,37.26,759.8,4.0,32400,2,1,90
16.89,38.7,38.03,36.79,49.09,-2.79,92.12333333,30.06666667,16.0,37.06666667,759.8333333,3.666666667,33000,2,1,60
16.89,38.96,37.86333333,36.79,49.0,-2.73,92.33,30.0,16.0,36.86333333,759.8666667,3.333333333,33600,2,1,60
16.96333333,39.56666667,37.79,36.7,48.93333333,-2.56,92.69333333,30.06666667,16.0,36.73,759.9,3.0,34200,2,1,90
17.0,39.2,37.82666667,36.6175,48.9,-2.433333333,93.02666667,30.06666667,15.89,36.59,759.9333333,2.666666667,34800,2,1,60
16.79,37.56,37.23,37.03,65.26,-0.233333333,95.4,33.52666667,15.72666667,36.03,760.6,3.0,41400,2,1,70
16.79,37.5,37.26666667,36.86333333,63.6,-0.033333333,95.6,33.19333333,15.8,39.89,760.6,3.0,42000,2,1,70
16.79,37.46666667,37.4,36.73,61.89666667,0.166666667,95.8,32.79666667,15.8,40.59333333,760.6,3.0,42600,2,1,80
16.79,37.46666667,37.33333333,36.4,59.059375,0.475,95.875,31.71277778,15.89,39.5,760.6,2.666666667,44400,2,1,70
16.79,37.46666667,37.53,36.32666667,58.418125,0.62,95.9,31.51818182,15.89,38.99,760.6,2.5,45000,2,1,60
16.79,37.4,37.59,36.2,57.70714286,0.95,96.095,31.42777778,15.89,38.65666667,760.6,2.333333333,45600,2,1,50
16.79,37.29,37.5,36.16333333,57.03,1.29,96.09,31.27363636,15.89,38.22333333,760.6,2.166666667,46200,2,1,60
19.39,37.36333333,39.56,37.23,63.38111111,0.9,97.0,31.89,15.92666667,41.32666667,761.5,2.0,78000,2,1,90
19.46333333,37.29,39.5,36.55,61.545,0.9,97.0,31.89,16.0,41.4,761.5,2.0,78600,2,1,70
19.5,37.16333333,39.36,36.56666667,60.30388889,0.9,96.9,32.03555556,16.0,41.5,761.5,2.0,79200,2,1,60
19.575,37.1725,39.5,36.83333333,59.50222222,0.833333333,96.83333333,32.36277778,16.06666667,41.5,761.55,2.0,79800,2,1,90
19.6,37.43333333,39.53,37.73,58.31166667,0.833333333,96.93333333,32.96666667,16.0,40.73,761.75,2.0,82200,2,1,70
19.6,37.5,39.59,37.43,58.23,0.9,97.0,33.08111111,15.945,40.545,761.8,2.0,82800,2,1,80
19.56666667,37.59,39.59,37.29,58.15444444,0.833333333,96.93333333,33.18777778,15.96333333,40.46666667,761.8,2.0,83400,2,1,60
19.5,37.66333333,39.59,37.46333333,58.085,0.8,96.86666667,33.255,15.89,40.4,761.8,2.0,84000,2,1,60
19.5,37.73,39.59,37.72333333,58.09,0.666666667,96.72666667,33.29,15.89,40.5,761.8,2.0,84600,2,1,70
19.42666667,37.79,39.62666667,38.0,58.075,0.6,96.69,33.32055556,15.89,40.5,761.8,2.0,85200,2,1,60
19.35666667,37.79,39.62666667,38.0,58.0,0.6,96.69,33.38777778,15.89,40.5,761.8,2.0,85800,2,1,50
19.29,37.86333333,39.7,38.0,58.0,0.6,96.76333333,33.48333333,15.89,40.5,761.8,2.0,0,3,1,60
19.2,37.9,39.645,38.0,57.92777778,0.6,96.8,33.5,15.89,40.62666667,761.8666667,2.0,600,3,1,50
19.13333333,37.9,39.7,37.9,57.89388889,0.6,96.8,33.555,15.89,40.76,761.9333333,2.0,1200,3,1,40
19.06666667,38.0,39.66333333,37.9,57.85111111,0.666666667,96.86666667,33.59,15.89,40.9,762.0,2.0,1800,3,1,20
19.0,38.06,39.59,38.0,57.79,0.666666667,96.93333333,33.59,15.89,40.96666667,762.0666667,2.0,2400,3,1,30
18.89,38.09,39.59,38.0225,57.745,0.6,96.8,33.59,15.89,41.09,762.1333333,2.0,3000,3,1,50
18.82333333,38.09,39.59,38.09,57.69388889,0.666666667,96.86666667,33.63277778,15.89,41.16333333,762.2,2.0,3600,3,1,50
18.76,38.2,39.62666667,38.03,57.57722222,0.633333333,96.83333333,33.7,15.89,41.29,762.2,2.0,4200,3,1,60
18.675,38.2,39.7,38.09,57.48333333,0.7,96.9,33.7,15.89,41.36333333,762.2,2.0,4800,3,1,60
18.6,38.2,39.79,38.09,57.38166667,0.7,97.0,33.725,15.89,41.43333333,762.2,2.0,5400,3,1,60
18.56666667,38.23,39.79,38.09,57.29722222,0.7,97.0,33.725,15.89,41.56,762.2,2.0,6000,3,1,40
18.5,38.29,39.79,38.09,57.23,0.6,96.83333333,33.755,15.89,41.65666667,762.2,2.0,6600,3,1,60
18.39,38.2,39.79,38.09,57.15722222,0.666666667,96.96666667,33.79,15.89,41.86333333,762.2,2.0,7200,3,1,40
18.39,38.26,39.82666667,38.03,57.09,0.7,97.0,33.79,15.89,41.95,762.2166667,1.833333333,7800,3,1,40
18.29,38.29,39.9,38.09,57.035,0.7,97.06,33.85722222,15.89,42.09,762.2333333,1.666666667,8400,3,1,40
18.29,38.29,39.9,38.09,56.92777778,0.7,97.0,33.86333333,15.89,42.16333333,762.25,1.5,9000,3,1,30
18.2,38.29,39.9,38.03,56.85722222,0.7,97.0,33.88777778,15.89,42.23,762.2666667,1.333333333,9600,3,1,40
18.2,38.29,40.0,38.09,56.745,0.633333333,96.93333333,33.9,15.89,42.29,762.2833333,1.166666667,10200,3,1,60
18.1,38.32666667,40.0,38.09,56.69388889,0.6,96.9,33.87555556,15.89,42.4,762.3,1.0,10800,3,1,50
18.1,38.4,40.0,38.09,56.62666667,0.6,96.9,33.845,15.89,42.46666667,762.2833333,1.0,11400,3,1,50
18.0,38.29,40.03,38.09,56.5315,0.566666667,96.9,33.85722222,15.89,42.62666667,762.2666667,1.0,12000,3,1,40
18.0,38.29,40.03,38.09,56.45789474,0.5,96.9,33.87555556,15.89,42.7,762.25,1.0,12600,3,1,50
17.89,38.32666667,40.09,38.03,56.4,0.466666667,96.76333333,33.9,15.89,42.66333333,762.2333333,1.0,13200,3,1,50
17.89,38.4,40.09,38.09,56.32666667,0.4,96.69,33.86944444,15.89,42.66333333,762.2166667,1.0,13800,3,1,60
17.89,38.43333333,40.09,38.09,56.28,0.366666667,96.69,33.88166667,15.89,42.7,762.2,1.0,14400,3,1,50
17.82333333,38.43333333,40.09,38.09,56.2,0.366666667,96.69,33.82055556,15.89,42.7,762.2333333,1.166666667,15000,3,1,40
17.76,38.43333333,40.09,38.09,56.08,0.3,96.69,33.83888889,15.89,42.7,762.2666667,1.333333333,15600,3,1,30
17.745,38.5,40.09,38.09,55.99777778,0.233333333,96.62333333,33.845,15.89,42.7,762.3,1.5,16200,3,1,30
17.7,38.56,40.09,38.06,55.965,0.2,96.5,33.85111111,15.89,42.79,762.3333333,1.666666667,16800,3,1,40
17.7,38.59,40.09,38.0,55.82421053,0.133333333,96.56,33.9,15.89,42.79,762.3666667,1.833333333,17400,3,1,50
17.63333333,38.53,40.09,38.0,55.73,0.1,96.5,33.9,15.89,42.93333333,762.4,2.0,18000,3,1,50
17.6,38.59,40.16333333,38.0,55.65722222,0.0,96.4,33.9,15.89,43.0,762.45,2.0,18600,3,1,60
17.6,38.59,40.2,38.03,55.575,-0.233333333,96.1,33.9,15.89,43.06,762.5,2.0,19200,3,1,60
17.5,38.7,40.2,38.09,55.51,-0.5,95.46,33.9,15.89,43.12666667,762.55,2.0,19800,3,1,50
17.5,38.7,40.29,38.09,55.46111111,-0.833333333,94.6,33.9,15.89,43.26,762.6,2.0,20400,3,1,40
17.5,38.79,40.29,38.09,55.41111111,-1.263333333,93.63333333,33.9,15.89,43.32666667,762.65,2.0,21000,3,1,50
17.5,38.79,40.29,38.09,55.345,-1.53,93.16,33.9,15.89,43.4,762.7,2.0,21600,3,1,50
17.39,38.7,40.29,38.03,55.275,-1.766666667,92.65666667,33.9,15.89,43.56666667,762.7,2.0,22200,3,1,70
17.39,38.7,40.19,38.0,55.22,-1.966666667,92.65666667,33.89388889,15.89,43.7,762.7,2.0,22800,3,1,30
17.35666667,38.79,40.0,38.0,55.10833333,-2.06,93.19333333,33.88166667,15.89,43.7,762.7,2.0,23400,3,1,30
17.35666667,38.86333333,40.0,38.0,55.09,-1.933333333,94.52666667,33.88777778,15.89,43.62666667,762.7,2.0,24000,3,1,60
17.35666667,39.03,40.03,38.06,55.035,-1.963333333,94.09333333,33.87555556,15.89,43.66333333,762.7,2.0,24600,3,1,50
17.29,39.09,40.09,38.0,55.0,-2.09,93.76,33.88777778,15.89,43.59,762.7,2.0,25200,3,1,60
17.29,39.12666667,40.06,38.0,54.81111111,-2.433333333,92.62666667,33.76444444,15.89,43.56,762.8,1.833333333,25800,3,1,50
17.23,39.12666667,39.93333333,37.86,54.40444444,-2.56,92.7,33.32833333,15.89,43.43333333,762.9,1.666666667,26400,3,1,70
17.2,38.93,39.9,37.56,53.99722222,-2.59,92.83333333,33.05722222,15.86,42.92333333,763.0,1.5,27000,3,1,50
17.2,38.6175,39.82666667,37.36,53.56833333,-2.59,93.02666667,32.83444444,15.8,42.39,763.1,1.333333333,27600,3,1,60
17.13333333,38.5,39.66333333,37.09,53.20555556,-2.5,93.245,32.645,15.8,41.79666667,763.2,1.166666667,28200,3,1,40
17.1,38.36333333,39.53,37.03,52.37722222,-2.626666667,92.59666667,32.49833333,15.8,41.39,763.3,1.0,28800,3,1,30
17.1,38.23,39.36333333,36.9,50.80166667,-2.833333333,91.73,32.36944444,15.8,40.83333333,763.3666667,1.0,29400,3,1,20
17.0,37.96666667,39.23,36.82666667,49.77444444,-3.03,90.95666667,32.20388889,15.7175,40.375,763.4333333,1.0,30000,3,1,20
17.0,37.9,39.09,36.7,49.115,-3.163333333,90.35666667,32.02222222,15.69,39.86,763.5,1.0,30600,3,1,40
17.0,37.79,38.96333333,36.56666667,48.61,-3.23,90.49333333,31.89166667,15.69,39.52666667,763.5666667,1.0,31200,3,1,40
16.92666667,37.73,38.9,36.5,47.97777778,-3.23,90.56,31.78,15.69,39.26666667,763.6333333,1.0,31800,3,1,40
17.2,36.76,38.82666667,37.0,42.99833333,0.033333333,95.8,30.75611111,15.69,36.62666667,764.5,1.0,42600,3,1,60
17.26,36.7,38.7,36.96666667,42.76944444,0.233333333,95.72666667,30.63888889,15.69,36.7,764.5,1.0,43200,3,1,50
17.29,36.66333333,38.62666667,36.9,42.44833333,0.433333333,95.36666667,30.55,15.69,36.66333333,764.45,1.0,43800,3,1,60
17.29,36.53,38.645,36.9,42.47222222,0.633333333,95.22666667,30.51611111,15.69,36.53,764.4,1.0,44400,3,1,70
17.29,36.5,38.62666667,36.9,42.4,0.8,94.86666667,30.38,15.76333333,36.4,764.35,1.0,45000,3,1,50
17.29,36.5,38.7,36.9,42.36944444,0.933333333,94.93333333,30.27166667,15.69,36.26666667,764.3,1.0,45600,3,1,50
17.29,36.46666667,38.7,36.82666667,42.02833333,1.163333333,95.09,30.19222222,15.69,36.16333333,764.25,1.0,46200,3,1,60
17.29,36.4,38.7,36.9,41.66,1.4725,95.3475,30.03277778,15.76333333,36.03,764.2,1.0,46800,3,1,50
17.29,36.36333333,38.66333333,36.645,41.465,1.726666667,95.7,29.87444444,15.8,35.86333333,764.15,1.166666667,47400,3,1,50
17.29,36.245,38.29,36.29666667,40.91555556,2.663333333,96.89666667,29.36222222,15.96333333,36.46666667,763.95,1.833333333,49800,3,1,60
17.32333333,36.23,38.29,35.89,40.71,2.933333333,96.69,29.215,15.89,36.32666667,763.9,2.0,50400,3,1,70
17.39,36.03,38.2,35.46666667,40.36666667,3.0,96.62333333,29.15,16.0,36.4,763.8666667,1.833333333,51000,3,1,70
17.53333333,36.0,38.12666667,35.19333333,39.91722222,3.126666667,97.0,29.055,15.92666667,36.46666667,763.8333333,1.666666667,51600,3,1,80
17.66666667,36.06,38.0,35.09,39.70888889,3.2,96.93333333,28.88555556,16.0,36.645,763.8,1.5,52200,3,1,60
17.82333333,36.0,37.93333333,35.16333333,39.61444444,3.29,97.0,28.81833333,15.96333333,36.82666667,763.7666667,1.333333333,52800,3,1,60
17.89,35.86,37.76,35.46333333,39.58,3.363333333,97.0,28.69888889,15.96333333,36.9,763.7333333,1.166666667,53400,3,1,40
18.03333333,35.7,37.7,35.66333333,39.515,3.4,96.93333333,28.58888889,16.0,36.9,763.7,1.0,54000,3,1,50
18.16666667,35.62666667,37.73,35.86,39.43277778,3.4,96.93333333,28.47555556,16.0,36.96666667,763.7666667,1.0,54600,3,1,50
18.42666667,35.53,37.79,36.19333333,39.31444444,3.326666667,96.62666667,28.34722222,16.0,37.15666667,763.8333333,1.0,55200,3,1,40
18.56666667,35.59,37.79,36.5,39.27722222,3.466666667,96.62666667,28.245,16.0,37.36333333,763.9,1.0,55800,3,1,40
18.82333333,35.59,37.79,36.56,39.18555556,3.5,96.545,28.18277778,16.0,37.15666667,763.9666667,1.0,56400,3,1,40
18.96333333,35.66333333,37.79,36.62666667,39.35888889,3.363333333,96.13333333,28.33,16.0,37.43,764.0333333,1.0,57000,3,1,50
19.13333333,35.9,37.86,36.7,39.525,3.23,95.66,28.54833333,16.1,37.73,764.1,1.0,57600,3,1,40
19.2,35.96666667,38.0,36.745,39.60833333,3.026666667,95.16666667,28.70388889,16.1,37.79,764.1333333,1.0,58200,3,1,50
19.23,36.12666667,38.09,36.86333333,39.725,2.826666667,94.56666667,28.84722222,16.1,37.79,764.1666667,1.0,58800,3,1,40
19.29,36.26,38.09,36.86333333,39.85722222,2.43,93.43333333,28.98777778,16.1,37.86333333,764.2,1.0,59400,3,1,40
19.26,36.4,38.2,36.9,39.85722222,2.23,93.03333333,29.08888889,16.1,37.93333333,764.2333333,1.0,60000,3,1,40
19.2,36.4,38.2,36.82666667,39.85722222,1.8,91.76666667,29.18888889,16.1,38.0,764.2666667,1.0,60600,3,1,40
19.2,36.5,38.2,36.56,39.90444444,1.46,91.16,29.31388889,16.1,38.12666667,764.3,1.0,61200,3,1,50
19.1,36.62666667,38.26,36.43333333,39.92777778,0.9,89.93333333,29.445,16.1,38.2,764.3666667,1.0,61800,3,1,40
19.1,36.76,38.29,36.76666667,39.9,0.566666667,89.72666667,29.65944444,16.1,38.23,764.4333333,1.0,62400,3,1,20
19.0,36.73,38.23,36.9,39.88166667,0.2,89.43,29.81777778,16.03333333,38.23,764.5,1.0,63000,3,1,20
19.0,36.79,38.29,37.12666667,39.79,-0.133333333,89.76333333,29.95722222,16.05,38.245,764.5666667,1.0,63600,3,1,30
18.96333333,36.79,38.29,37.26,39.79,-0.466666667,89.62666667,29.96944444,16.0,38.2,764.6333333,1.0,64200,3,1,60
18.82333333,36.59666667,38.43333333,37.43,39.69944444,-0.8,89.43333333,29.79166667,16.0,38.2,764.7,1.0,64800,3,1,80
18.7,34.22666667,38.43333333,36.2,39.89666667,-1.863333333,91.72666667,28.14944444,16.0,36.5,764.5666667,1.333333333,69600,3,1,100
19.73,36.66333333,42.6475,38.06666667,39.80833333,-1.463333333,94.66,29.68333333,15.89,37.7,764.7,3.333333333,78000,3,1,90
19.85666667,36.59,42.26666667,37.96666667,39.735,-1.663333333,94.2,29.7,15.89,37.56666667,764.75,3.166666667,78600,3,1,80
19.92666667,36.59,41.33333333,37.82666667,39.7,-1.863333333,93.86666667,29.775,15.8,37.26,764.8,3.0,79200,3,1,80
20.0,36.59,40.72666667,37.7,39.68666667,-2.03,93.56,29.83611111,15.8,37.06666667,764.8,2.833333333,79800,3,1,70
20.03333333,36.62666667,40.5,37.6175,40.00333333,-2.163333333,93.1,30.21,15.8,36.9,764.8,2.666666667,80400,3,1,50
20.1,36.56666667,40.43333333,37.66333333,40.55222222,-2.29,93.1,30.53777778,15.8,37.36,764.8,2.5,81000,3,1,50
20.06666667,36.29,40.4,37.62666667,41.11388889,-2.23,93.56,30.755,15.92666667,38.83,764.8,2.333333333,81600,3,1,50
20.06666667,36.36333333,40.4,37.76,41.55555556,-2.09,94.1,30.945,15.92666667,39.22333333,764.8,2.166666667,82200,3,1,40
20.0,36.4,40.4,37.79,41.90944444,-2.09,94.16,31.14944444,15.89,39.46333333,764.8,2.0,82800,3,1,40
20.0,36.4,40.32666667,37.86333333,42.20111111,-2.163333333,93.82333333,31.30777778,15.89,39.66333333,764.85,2.333333333,83400,3,1,30
19.96333333,36.5,40.26,37.93333333,42.56444444,-2.03,94.23,31.43833333,15.89,39.79,764.9,2.666666667,84000,3,1,50
19.865,36.475,40.26,38.0,42.84777778,-1.9,94.5,31.59444444,15.96333333,39.86333333,764.95,3.0,84600,3,1,50
19.79,36.46666667,40.29,37.9,43.02611111,-1.8725,94.5925,31.715,15.89,39.93333333,765.0,3.333333333,85200,3,1,40
19.7,36.53,40.23,37.96666667,43.26055556,-1.79,94.69,31.79666667,15.89,40.0225,765.05,3.666666667,85800,3,1,50
19.7,36.59,40.16333333,38.0,43.50166667,-1.7,94.9,31.88944444,15.89,40.16333333,765.1,4.0,0,4,1,40
19.6,36.59,40.09,38.0,43.61333333,-1.7,94.9,31.96333333,15.89,40.32666667,765.1,3.833333333,600,4,1,50
19.53333333,36.66333333,40.06,38.03,43.835,-1.6,94.93333333,32.02277778,15.89,40.46666667,765.1,3.666666667,1200,4,1,40
19.46333333,36.7,39.93333333,38.09,43.97611111,-1.6,94.86666667,32.04,15.89,40.65666667,765.1,3.5,1800,4,1,40
19.39,36.76,39.9,38.09,44.145,-1.633333333,94.73,32.09222222,15.89,40.86333333,765.1,3.333333333,2400,4,1,50
19.29,36.79,39.9,38.09,44.25944444,-1.7,94.59,32.15722222,15.89,40.93333333,765.1,3.166666667,3000,4,1,30
19.23,36.79,39.82666667,38.09,44.32055556,-1.826666667,94.36666667,32.21,15.96333333,41.06,765.1,3.0,3600,4,1,30
19.16666667,36.82666667,39.66333333,38.09,44.49833333,-1.9,94.3,32.255,15.92666667,41.23,765.0,3.0,4200,4,1,20
19.1,36.9,39.59,38.2,44.645,-2.0,94.12333333,32.29,16.0,41.29,764.9,3.0,4800,4,1,40
19.06666667,36.86333333,39.56,38.2,44.76111111,-2.0,94.26333333,32.32055556,16.0,41.43333333,764.8,3.0,5400,4,1,40
19.0,36.79,39.56,38.12666667,44.88,-1.9,94.53,32.4,15.92666667,41.5,764.7,3.0,6000,4,1,50
18.89,36.9,39.56,38.09,44.94444444,-1.766666667,94.73,32.41111111,15.92666667,41.53,764.6,3.0,6600,4,1,40
18.82333333,36.9,39.56,38.09,45.045,-1.76,94.62333333,32.46666667,16.0,41.66333333,764.5,3.0,7200,4,1,50
18.79,36.93333333,39.5,38.09,45.15722222,-1.7225,94.6425,32.48333333,16.0,41.7,764.5333333,3.0,7800,4,1,50
18.73,37.0,39.63333333,38.16333333,45.225,-1.79,94.43333333,32.5,16.0,41.76,764.5666667,3.0,8400,4,1,40
18.7,37.09,39.7,38.12666667,45.36277778,-1.863333333,94.43333333,32.515,16.0,41.93333333,764.6,3.0,9000,4,1,40
18.625,37.045,39.76,38.2,45.49888889,-1.863333333,94.43333333,32.58,16.0,42.0,764.6333333,3.0,9600,4,1,30
18.6,37.09,39.79,38.2,45.60166667,-1.963333333,93.99,32.61444444,16.0,42.0,764.6666667,3.0,10200,4,1,20
18.5,37.2,39.79,38.2,45.68166667,-2.163333333,93.39666667,32.63277778,16.0,42.0675,764.7,3.0,10800,4,1,30
18.5,37.2,39.79,38.2,45.755,-2.26,93.43333333,32.67555556,16.0,42.16333333,764.6,3.0,11400,4,1,30
18.39,37.2,39.79,38.2,45.82055556,-2.2,93.7,32.7,15.92666667,42.2,764.5,3.0,12000,4,1,40
18.39,37.26,39.93333333,38.2,45.9,-2.163333333,93.83333333,32.7,16.0,42.2,764.4,3.0,12600,4,1,50
18.29,37.32666667,40.0,38.2,45.97222222,-2.09,93.96666667,32.7,16.0,42.23,764.3,3.0,13200,4,1,40
18.29,37.4,40.0,38.2,46.055,-2.09,94.06,32.72,16.0,42.29,764.2,3.0,13800,4,1,50
18.2,37.29,40.0,38.2,46.145,-2.09,94.0,32.72,16.0,42.32666667,764.1,3.0,14400,4,1,30
18.2,37.29,40.06,38.2,46.275,-2.03,93.96666667,32.7,16.0,42.4,764.1,3.0,15000,4,1,40
18.2,37.29,40.0,38.2,46.29,-2.09,93.9,32.7,15.96333333,42.43333333,764.1,3.0,15600,4,1,40
18.13333333,37.36333333,40.06,38.2,46.33277778,-2.0,94.06,32.715,15.96333333,42.5,764.1,3.0,16200,4,1,50
18.1,37.4,40.09,38.2,46.4,-2.0,94.0,32.75,16.0,42.5,764.1,3.0,16800,4,1,40
18.03333333,37.32666667,40.09,38.2,46.46111111,-1.845,94.345,32.78,16.0,42.5,764.1,3.0,17400,4,1,20
18.0,37.4,40.09,38.2,46.5,-1.7,94.56,32.79,16.0,42.59,764.1,3.0,18000,4,1,20
18.0,37.46666667,40.09,38.2,46.5,-1.633333333,94.62666667,32.79,16.0,42.59,764.0166667,3.0,18600,4,1,30
17.96333333,37.5,40.23,38.2,46.565,-1.633333333,94.56,32.79,16.0,42.7,763.9333333,3.0,19200,4,1,40
17.89,37.5,40.29,38.2,46.63277778,-1.633333333,94.5,32.79,16.0,42.7,763.85,3.0,19800,4,1,40
17.89,37.53,40.29,38.2,46.7,-1.7,94.23,32.80222222,15.96333333,42.73,763.7666667,3.0,20400,4,1,50
17.865,37.5675,40.23,38.2,46.725,-1.7,94.15666667,32.83277778,15.96333333,42.73,763.6833333,3.0,21000,4,1,50
17.79,37.5,40.29,38.22333333,46.73,-1.7,94.06,32.9,16.0,42.79,763.6,3.0,21600,4,1,40
17.79,37.59,40.29,38.16333333,46.73,-1.76,93.79333333,32.9,15.92666667,42.82666667,763.5666667,2.833333333,22200,4,1,50
17.79,37.59,40.29,38.2,46.76,-1.826666667,93.62666667,32.9,16.0,42.9,763.5333333,2.666666667,22800,4,1,40
17.7,37.7,40.29,38.2,46.79,-1.9,93.43333333,32.9,15.96333333,42.9,763.5,2.5,23400,4,1,40
17.7,37.7,40.32666667,38.2,46.845,-2.0,93.02666667,32.9,15.96333333,42.9,763.4666667,2.333333333,24000,4,1,30
17.6,37.7,40.4,38.2,46.9,-2.06,92.83333333,32.9,16.0,43.03,763.4333333,2.166666667,24600,4,1,40
17.6,37.7,40.4,38.2,46.92777778,-2.126666667,92.7,32.9,16.0,43.09,763.4,2.0,25200,4,1,20
17.6,37.79,40.16333333,38.2,47.0,-2.126666667,92.76666667,32.88777778,16.0,43.09,763.3833333,2.166666667,25800,4,1,30
17.6,37.86333333,40.03,38.2,47.025,-1.95,93.1,32.88777778,16.0,43.09,763.3666667,2.333333333,26400,4,1,80
17.6,37.93333333,39.9,38.2,47.10833333,-1.76,93.46333333,32.91111111,16.0,43.09,763.35,2.5,27000,4,1,50
17.53333333,38.06,39.9,38.2,47.2,-1.633333333,93.53,32.96666667,16.0,43.09,763.3333333,2.666666667,27600,4,1,70
17.5,38.12666667,39.9,38.2,47.22,-1.6,93.46666667,32.93333333,16.0,42.96666667,763.3166667,2.833333333,28200,4,1,50
17.5,38.33333333,39.9,38.2,47.225,-1.6,93.33333333,32.92777778,16.0,42.82666667,763.3,3.0,28800,4,1,50
17.5,38.53,39.9,38.29,47.28,-1.566666667,93.36666667,32.91666667,16.0,42.66333333,763.2333333,3.166666667,29400,4,1,50
17.5,38.59,39.82666667,38.23,47.28,-1.426666667,93.56,32.9,15.92666667,42.46333333,763.1666667,3.333333333,30000,4,1,70
17.39,38.59,39.9,38.23,47.30833333,-1.133333333,94.13333333,32.9,16.0,42.29,763.1,3.5,30600,4,1,70
17.39,38.53,39.69333333,38.43,47.4,-0.933333333,94.52666667,32.9,16.0,42.29,763.0333333,3.666666667,31200,4,1,30
17.39,38.46666667,39.06666667,38.7,47.46111111,-0.866666667,94.4,32.9,16.0,42.16333333,762.9666667,3.833333333,31800,4,1,80
17.35666667,38.29,39.2,38.59,47.46666667,-0.6,94.53,32.9,15.89,41.8,762.8833333,4.0,33000,4,1,50
17.29,38.29,39.2,38.59,47.48888889,-0.533333333,94.65666667,32.9,15.89,41.56,762.8666667,4.0,33600,4,1,50
17.29,38.29,39.2,38.59,47.5,-0.4,94.3,32.9,15.89,41.43333333,762.85,4.0,34200,4,1,60
17.29,38.32666667,39.26,38.59,47.5,-0.4,94.16,32.9,15.86,41.22333333,762.8333333,4.0,34800,4,1,60
17.29,38.4,39.29,38.5,47.53,-0.266666667,94.06333333,32.95,15.86,41.09,762.8166667,4.0,35400,4,1,60
17.29,38.4,39.29,38.5,47.54,-0.075,94.3725,32.96666667,15.8,40.86333333,762.8,4.0,36000,4,1,60
17.29,38.46666667,39.29,38.5,47.55,0.233333333,94.7,32.92777778,15.8,40.73,762.7666667,4.0,36600,4,1,50
17.29,38.5,39.29,38.5,47.565,0.466666667,94.52666667,32.96111111,15.8,40.56,762.7333333,4.0,37200,4,1,60
17.29,38.5,39.29,38.45,47.59,0.733333333,94.4,32.93888889,15.8,40.43333333,762.7,4.0,37800,4,1,30
17.29,38.59,39.26,38.4,47.59,0.966666667,95.03333333,32.93888889,15.8,40.36333333,762.6666667,4.0,38400,4,1,30
17.29,38.53,39.2,38.4,47.59,1.226666667,95.22666667,33.0,15.8,40.23,762.6333333,4.0,39000,4,1,30
17.39,38.59,39.29,38.5,47.58,1.933333333,92.12666667,33.0,15.86,40.06,762.4333333,4.333333333,40800,4,1,70
17.39,38.66333333,39.29,38.5,47.59,2.06,91.12666667,33.0,15.86,40.06,762.35,4.5,41400,4,1,50
17.42666667,38.73,39.29,38.4,47.57,2.36,90.6,33.05,15.83,39.96333333,762.2666667,4.666666667,42000,4,1,40
17.5,38.79,39.29,38.46666667,47.57,2.56,91.39333333,33.025,15.89,40.03,762.1833333,4.833333333,42600,4,1,40
17.5,38.79,39.29,38.43333333,47.555,2.766666667,91.36666667,33.025,15.89,39.96666667,762.1,5.0,43200,4,1,40
17.42666667,38.82666667,39.29,38.5,47.515,2.966666667,90.63333333,33.0,15.8675,39.8725,762.0,5.166666667,43800,4,1,40
17.42666667,38.82666667,39.29,38.43333333,47.56,3.156666667,91.43333333,33.03111111,15.86,39.79,761.9,5.333333333,44400,4,1,30
17.42666667,38.79,39.29,38.5,47.59,3.363333333,90.76666667,33.15333333,15.83,39.7,761.8,5.5,45000,4,1,30
17.5,38.86333333,39.26,38.5,47.57,3.545,89.69,33.2,15.89,39.7,761.7,5.666666667,45600,4,1,20
17.5,38.9,39.2,38.5,47.59,3.73,90.03,33.2,15.89,39.7,761.6,5.833333333,46200,4,1,30
17.5,38.9,39.2,38.5,47.59,3.863333333,90.63,33.2,15.83,39.62666667,761.5,6.0,46800,4,1,40
17.42666667,38.86,39.26,38.56,47.59,4.063333333,90.15666667,33.2,15.86,39.56,761.4,6.0,47400,4,1,50
17.5,39.0,39.2,38.59,47.59,4.263333333,89.36333333,33.2,15.8,39.5,761.3,6.0,48000,4,1,40
17.5,39.0,39.29,38.59,47.59,4.433333333,89.86666667,33.2,15.8,39.5,761.2,6.0,48600,4,1,40
17.5,39.0,39.29,38.59,47.59,4.5,88.6,33.205,15.8,39.5,761.1,6.0,49200,4,1,50
17.39,38.9,39.29,38.56,47.59,4.59,87.69333333,33.28,15.8,39.4,761.0,6.0,49800,4,1,50
