Kitchen_temp,Kitchen_Humidity,Livingroom_temp,Livingroom_Humidity,laundryRoom_Temp,laundryRoom_Humidity,OfficeRoom_Temp,OfficeRoom_Humidity,BathRoom_Temp,BathRoom_Humidity,Outside_temp_building,Outside_humidity_building,IroningRoom_Temp,IroningRoom_Humidity,TeenRoom_Temp,TeenRoom_Humidity,Parentroom_temp,Parent_room_humidity,WeatherStn_temp,WeatherStn_Pressure,WeatherStn_humidity,Windspeed,WeatherStn_Visibility,Dew_point_temp,RandVar1,RandVar2,Energy,NSM,day_of_week,week_status,month
20.32333333,42.4,19.39,42.0,20.89,44.46666667,17.92666667,43.59,17.7,54.59,3.93,99.26333333,17.05555556,39.85111111,20.0,53.61055556,16.79,49.7,4.25,754.6,92.5,4.0,33.0,3.1,14.22237084,14.22237084,50,19800,6,0,1
20.29,42.4,19.39,42.0,20.945,44.29,17.89,43.59,17.7,54.59,3.73,99.12333333,17.03333333,39.82666667,19.96944444,53.81055556,16.79,49.7,4.2,754.5,93.0,4.0,30.66666667,3.133333333,32.21377881,32.21377881,40,20400,6,0,1
20.29,42.46666667,19.32333333,42.0,20.89,44.29,17.89,43.66333333,17.7,54.59,3.663333333,99.06,17.01111111,39.80222222,19.92666667,54.03833333,16.79,49.7,4.15,754.4,93.5,4.0,28.33333333,3.166666667,48.01775133,48.01775133,60,21000,6,0,1
20.29,42.5,19.29,42.09,20.89,44.29,17.89,43.7,17.69444444,54.50944444,3.53,99.0,17.05,39.845,19.90222222,54.065,16.79,49.73,4.1,754.3,94.0,4.0,26.0,3.2,3.5547495,3.5547495,40,21600,6,0,1
20.23,42.43333333,19.29,42.1175,20.89,44.32666667,17.89,43.7,17.66111111,54.49111111,3.466666667,98.86666667,17.07777778,39.87555556,19.89,53.93277778,16.79,49.79,4.133333333,754.3,94.16666667,4.0,25.66666667,3.266666667,1.895923482,1.895923482,50,22200,6,0,1
20.2,42.5,19.23,42.12666667,20.89,44.32666667,17.89,43.7,17.63888889,54.44888889,3.4,98.86666667,17.05555556,39.85111111,19.89,53.80222222,16.82333333,49.86,4.166666667,754.3,94.33333333,4.0,25.33333333,3.333333333,2.023047046,2.023047046,40,22800,6,0,1
20.2,42.63333333,19.2,42.12666667,20.85666667,44.29,17.89,43.76,17.6,54.44444444,3.53,99.06333333,17.1,39.9,19.89,53.79,16.89,50.0,4.2,754.3,94.5,4.0,25.0,3.4,20.84623997,20.84623997,40,23400,6,0,1
20.2,42.7,19.2,42.2,20.85666667,44.43,17.82333333,43.73,17.6,54.43333333,3.663333333,99.26333333,17.07777778,39.90333333,19.84,53.69444444,16.89,49.93333333,4.233333333,754.3,94.66666667,4.0,24.66666667,3.466666667,12.61320718,12.61320718,50,24000,6,0,1
20.13333333,42.7,19.2,42.23,20.89,44.5,17.82333333,43.73,17.6,54.44444444,3.745,99.245,17.05555556,39.93111111,19.79,53.555,16.82333333,49.93333333,4.266666667,754.3,94.83333333,4.0,24.33333333,3.533333333,5.429661821,5.429661821,40,24600,6,0,1
20.1,42.7,19.2,42.29,20.89,44.5,17.79,43.7,17.6,54.43333333,3.79,99.3,17.06111111,39.96111111,19.79,53.5,16.89,49.96666667,4.3,754.3,95.0,4.0,24.0,3.6,43.04397247,43.04397247,40,25200,6,0,1
20.1,42.76,19.2,42.29,20.89,44.4,17.79,43.76,17.6,54.42222222,3.863333333,99.36666667,17.05555556,39.95555556,19.79,53.5,16.89,49.96666667,4.383333333,754.2833333,94.83333333,4.0,24.5,3.65,7.56962084,7.56962084,40,25800,6,0,1
20.03333333,42.73,19.13333333,42.29,20.82333333,44.46666667,17.79,43.79,17.57222222,54.4,4.0,99.4,17.05,39.95,19.79,53.5,16.82333333,49.82666667,4.466666667,754.2666667,94.66666667,4.0,25.0,3.7,27.44398962,27.44398962,30,26400,6,0,1
20.03333333,42.73,19.1,42.4,20.79,44.5,17.79,43.79,17.56666667,54.4,4.06,99.46666667,17.07777778,39.97777778,19.79,53.5,16.82333333,49.9,4.55,754.25,94.5,4.0,25.5,3.75,25.53622614,25.53622614,20,27000,6,0,1
20.0,42.7,19.1,42.46666667,20.79,44.5,17.79,43.79,17.59444444,54.4,4.123333333,99.56,17.08333333,40.00333333,19.79,53.45,16.89,50.0,4.633333333,754.2333333,94.33333333,4.0,26.0,3.8,15.52825136,15.52825136,40,27600,6,0,1
20.0,42.7675,19.1,42.5,20.79,44.5,17.79,43.82666667,17.55,54.4,4.19,99.5,17.06666667,40.04444444,19.785,53.39388889,16.89,50.0,4.716666667,754.2166667,94.16666667,4.0,26.5,3.85,34.14888803,34.14888803,50,28200,6,0,1
20.0,42.79,19.1,42.5,20.79,44.56,17.73,43.82666667,17.52222222,54.31777778,4.3,99.69,17.03333333,39.98222222,19.755,53.24666667,16.89,50.0,4.8,754.2,94.0,4.0,27.0,3.9,37.42199104,37.42199104,200,28800,6,0,1
19.96333333,42.86333333,19.0,42.46666667,20.7,44.56,17.73,43.93333333,17.5,54.12,4.366666667,99.69,17.0,39.88166667,19.715,52.91444444,16.89,49.96666667,4.833333333,754.2166667,93.66666667,4.0,29.16666667,3.883333333,47.62592283,47.62592283,190,29400,6,0,1
19.89,42.93,19.0,42.4,20.7,44.43333333,17.99666667,44.06,17.52222222,53.89833333,4.5,99.8,17.0,39.79,19.68888889,52.51722222,16.89,49.82666667,4.866666667,754.2333333,93.33333333,4.0,31.33333333,3.866666667,18.13072839,18.13072839,390,30000,6,0,1
19.92666667,42.86,19.0,42.29,20.66666667,44.22333333,18.55666667,44.13333333,17.5,53.71444444,4.56,99.8,17.0,39.79,19.65,52.09611111,16.89,49.56,4.9,754.25,93.0,4.0,33.5,3.85,17.31467649,17.31467649,80,30600,6,0,1
20.0,43.0,19.06666667,42.36333333,20.6,44.03,19.03,43.66666667,17.5,53.52944444,4.623333333,99.83333333,17.0,39.79,19.6,51.72666667,16.89,49.43333333,4.933333333,754.2666667,92.66666667,4.0,35.66666667,3.833333333,22.71151653,22.71151653,100,31200,6,0,1
20.03333333,43.43333333,19.13333333,42.4,20.6,43.9,19.03,43.26,17.5,53.38055556,4.763333333,99.9,16.97555556,39.78,19.59444444,51.50944444,16.89,49.22333333,4.966666667,754.2833333,92.33333333,4.0,37.83333333,3.816666667,33.43523483,33.43523483,90,31800,6,0,1
20.1,43.56,19.2,42.32666667,20.6,43.9,18.89,43.2,17.5,53.255,4.933333333,99.9,16.98777778,39.78,19.53333333,51.41111111,16.89,48.96333333,5.0,754.3,92.0,4.0,40.0,3.8,26.4545874,26.4545874,80,32400,6,0,1
20.13333333,43.53,19.32333333,42.36333333,20.53333333,43.82666667,18.76,43.2,17.5,53.145,5.06,99.9,16.98777778,39.715,19.5,51.32777778,16.89,48.72333333,5.083333333,754.25,92.16666667,4.166666667,38.0,3.9,0.141059398,0.141059398,60,33000,6,0,1
20.2,43.53,19.4725,42.195,20.5,43.82666667,18.7,43.2,17.5,52.99833333,5.123333333,99.9,17.0,39.7,19.5,51.17944444,16.89,48.46333333,5.166666667,754.2,92.33333333,4.333333333,36.0,4.0,43.09366778,43.09366778,390,33600,6,0,1
20.29,43.19333333,19.56666667,41.96333333,20.5,43.9,18.76333333,43.46333333,17.5,52.845,5.19,99.9,16.97555556,39.7,19.51111111,51.04944444,16.79,48.13333333,5.25,754.15,92.5,4.5,34.0,4.1,27.84428351,27.84428351,480,34200,6,0,1
20.35666667,42.93333333,19.73,41.86333333,20.5,44.0,19.22333333,43.53,17.5,52.72888889,5.3,99.9,16.97555556,39.7,19.51111111,50.91111111,16.79,47.8,5.333333333,754.1,92.66666667,4.666666667,32.0,4.2,45.09599336,45.09599336,470,34800,6,0,1
20.5,42.66333333,19.79,41.65666667,20.42666667,43.86,20.02333333,43.33333333,17.5,52.62666667,5.433333333,99.9,16.92055556,39.7,19.5,50.9,16.79,47.56,5.416666667,754.05,92.83333333,4.833333333,30.0,4.3,47.51629849,47.51629849,480,35400,6,0,1
20.5,42.59,19.89,41.63333333,20.5,43.66333333,20.62333333,43.06666667,17.5,52.50944444,5.56,99.9,16.92055556,39.7,19.42055556,50.82055556,16.79,47.43333333,5.5,754.0,93.0,5.0,28.0,4.4,45.00841611,45.00841611,470,36000,6,0,1
20.5,42.56,19.96333333,41.5,20.5,43.39,21.33333333,42.63333333,17.5,52.35611111,5.69,99.9,16.92055556,39.705,19.43888889,50.83888889,16.79,47.16333333,5.583333333,753.95,93.0,5.0,30.0,4.483333333,34.6973223,34.6973223,170,36600,6,0,1
20.56666667,42.5,20.03333333,41.4,20.5,43.2,21.72666667,42.3,17.5,52.275,5.83,99.9,16.89,39.74,19.39,50.79,16.79,47.03,5.666666667,753.9,93.0,5.0,32.0,4.566666667,41.81119378,41.81119378,220,37200,6,0,1
20.6,42.5,20.03333333,41.32666667,20.5,43.2,21.63333333,42.09,17.5,52.2,6.123333333,99.9,16.89,39.79,19.41444444,50.81444444,16.79,46.86333333,5.75,753.85,93.0,5.0,34.0,4.65,23.15943551,23.15943551,460,37800,6,0,1
20.66666667,42.63333333,20.13333333,41.36333333,20.5,43.09,21.295,42.1725,17.5,52.10833333,6.33,99.9,16.89,39.845,19.39,50.78,16.79,46.73,5.833333333,753.8,93.0,5.0,36.0,4.733333333,31.45498425,31.45498425,370,38400,6,0,1
20.73,42.56,20.2,41.29,20.5,43.09,20.96,42.2,17.5,52.09,6.53,99.9,16.89,39.91666667,19.39,50.705,16.79,46.5,5.916666667,753.75,93.0,5.0,38.0,4.816666667,21.95504137,21.95504137,120,39000,6,0,1
20.815,42.3425,20.23,41.2,20.5,42.96666667,20.66666667,42.0,17.5,52.015,6.59,99.9,16.89,40.0,19.39,50.745,16.79,46.43333333,6.0,753.7,93.0,5.0,40.0,4.9,48.49605655,48.49605655,80,39600,6,0,1
20.96333333,42.23,20.35666667,41.12666667,20.56666667,42.82666667,20.53333333,42.06,17.5,51.95,6.726666667,99.9,16.89,40.055,19.39,50.87888889,16.79,46.345,6.1,753.6666667,92.83333333,5.0,40.0,4.983333333,13.97744447,13.97744447,140,40200,6,0,1
21.03333333,41.96666667,20.5,40.99,20.6,42.7,20.35666667,42.12666667,17.5,51.9,6.866666667,99.9,16.91444444,40.145,19.39,51.135,16.79,46.26,6.2,753.6333333,92.66666667,5.0,40.0,5.066666667,48.97343919,48.97343919,80,40800,6,0,1
21.16666667,41.69333333,20.5,40.65666667,20.6,42.7,20.23,42.2,17.5,51.845,7.063333333,99.9,16.89,40.2,19.39,51.205,16.79,46.2,6.3,753.6,92.5,5.0,40.0,5.15,34.14626005,34.14626005,70,41400,6,0,1
21.23,41.4,20.6,40.46666667,20.6,42.79,20.06666667,42.16333333,17.5,51.755,7.19,99.9,16.89,40.245,19.39,51.29833333,16.79,46.09,6.4,753.5666667,92.33333333,5.0,40.0,5.233333333,45.40030572,45.40030572,150,42000,6,0,1
21.29,41.32666667,20.66666667,40.46666667,20.6,42.79,20.0,42.09,17.5,51.7,7.3,99.9,16.89,40.30833333,19.45722222,51.48888889,16.79,46.09,6.5,753.5333333,92.16666667,5.0,40.0,5.316666667,33.49894428,33.49894428,140,42600,6,0,1
21.29,41.03333333,20.63333333,39.89666667,20.6,42.79,19.89,42.29,17.5,51.61777778,7.433333333,99.9,16.89,40.4,19.445,51.29722222,16.79,46.09,6.6,753.5,92.0,5.0,40.0,5.4,20.65323043,20.65323043,230,43200,6,0,1
21.23,40.42666667,20.36,39.36333333,20.53333333,42.79,19.65,42.1,17.5,51.45,7.5,99.9,16.95722222,40.51833333,19.40833333,50.92944444,16.79,46.03,6.666666667,753.3666667,92.5,5.166666667,40.66666667,5.55,46.5693119,46.5693119,560,43800,6,0,1
21.29,40.29,20.42666667,39.56666667,20.6,43.19666667,19.7,42.8,17.5,51.30333333,7.5,99.9,17.0,40.63055556,19.47555556,50.79555556,16.79,46.0,6.733333333,753.2333333,93.0,5.333333333,41.33333333,5.7,7.457946648,7.457946648,450,44400,6,0,1
21.29,40.29,20.56666667,39.62666667,20.86,44.56666667,19.76,43.0,17.53888889,51.155,7.545,99.9,17.0,40.97111111,19.56111111,50.53055556,16.79,46.0,6.8,753.1,93.5,5.5,42.0,5.85,0.851083035,0.851083035,510,45000,6,0,1
21.32333333,40.4,20.65,39.745,21.13333333,45.1,19.89,43.2,17.56666667,51.015,7.623333333,99.9,17.0,41.22277778,19.61666667,50.245,16.79,46.0,6.866666667,752.9666667,94.0,5.666666667,42.66666667,6.0,28.82504247,28.82504247,450,45600,6,0,1
21.46333333,40.6,20.73,39.9,21.46,45.29,20.03,43.26,17.6,51.065,7.69,99.9,17.02777778,41.41833333,19.68888889,50.11555556,16.79,46.0,6.933333333,752.8333333,94.5,5.833333333,43.33333333,6.15,25.43705207,25.43705207,350,46200,6,0,1
21.6,40.7,20.85666667,40.02666667,21.66666667,45.09666667,20.2,43.26,17.6,51.09,7.623333333,99.9,17.08888889,41.80055556,19.7,50.01,16.73,46.0,7.0,752.7,95.0,6.0,44.0,6.3,14.46832693,14.46832693,340,46800,6,0,1
21.66666667,40.7,20.89,39.79,21.82333333,44.6,20.2,43.06666667,17.6,51.09,7.69,99.9,17.1,41.83277778,19.775,49.92055556,16.79,46.06,7.066666667,752.5833333,95.0,6.0,46.33333333,6.366666667,13.82012957,13.82012957,300,47400,6,0,1
21.73,40.59,20.96333333,39.79,21.89,44.32666667,20.06666667,42.86333333,17.68333333,51.15722222,7.866666667,99.9,17.1,41.9,19.81777778,49.725,16.79,46.09,7.133333333,752.4666667,95.0,6.0,48.66666667,6.433333333,30.41691897,30.41691897,230,48000,6,0,1
21.79,40.66333333,21.06666667,39.82666667,22.03333333,44.43333333,20.0,42.79,17.68333333,51.18166667,8.0,99.9,17.1,41.9,19.89611111,49.65111111,16.73,46.09,7.2,752.35,95.0,6.0,51.0,6.5,19.52590678,19.52590678,140,48600,6,0,1
21.89,40.82666667,21.2,39.9,22.16666667,44.36,19.96333333,42.9,17.69444444,51.24888889,8.0,99.9,17.1,41.92777778,20.00444444,49.79222222,16.79,46.09,7.266666667,752.2333333,95.0,6.0,53.33333333,6.566666667,14.54918211,14.54918211,140,49200,6,0,1
21.89,40.96666667,21.32333333,39.96666667,21.96333333,43.96666667,19.89,43.07,17.7,51.29,8.0,99.9,17.1,42.005,20.08888889,50.04388889,16.79,46.09,7.333333333,752.1166667,95.0,6.0,55.66666667,6.633333333,19.2967862,19.2967862,150,49800,6,0,1
21.92666667,40.96666667,21.39,39.9,21.82333333,43.49333333,19.82333333,43.2,17.7,51.29,7.933333333,99.9,17.1,42.11055556,20.15,50.20055556,16.79,46.09,7.4,752.0,95.0,6.0,58.0,6.7,41.07713131,41.07713131,150,50400,6,0,1
22.0,40.9,21.5,39.79,21.49666667,42.96666667,19.79,43.43333333,17.7,51.255,8.066666667,99.9,17.1,42.2,20.235,50.70166667,16.73,46.16333333,7.433333333,751.8833333,95.33333333,6.166666667,55.16666667,6.766666667,11.64900253,11.64900253,140,51000,6,0,1
22.1,40.95,21.56666667,39.79,21.23,42.9,19.79,43.56,17.7,51.29111111,8.13,99.9,17.1,42.22,20.31777778,51.40833333,16.79,46.245,7.466666667,751.7666667,95.66666667,6.333333333,52.33333333,6.833333333,49.28590723,49.28590723,100,51600,6,0,1
22.06666667,40.76333333,21.53,39.46333333,21.1,43.19333333,19.76,43.62666667,17.7,51.38777778,8.13,99.9,17.1,42.28111111,20.43277778,51.82222222,16.79,46.29,7.5,751.65,96.0,6.5,49.5,6.9,30.77229259,30.77229259,90,52200,6,0,1
21.92666667,40.43,21.13,38.86333333,21.1,43.26666667,19.63333333,43.7,17.7,51.35722222,8.1,99.9,17.1,42.41555556,20.5,51.81388889,16.79,46.36333333,7.533333333,751.5333333,96.33333333,6.666666667,46.66666667,6.966666667,41.62378658,41.62378658,90,52800,6,0,1
21.82333333,40.86,21.03333333,39.63333333,21.1,43.16333333,19.6,43.9,17.7,51.29,8.033333333,99.9,17.1,42.66055556,20.5,51.20444444,16.79,46.4,7.566666667,751.4166667,96.66666667,6.833333333,43.83333333,7.033333333,11.83079656,11.83079656,80,53400,6,0,1
21.89,41.13333333,21.22666667,40.16,21.1,43.16333333,19.53333333,43.9,17.7,51.38722222,8.1,99.9,17.1,42.68166667,20.5,50.75722222,16.79,46.4,7.6,751.3,97.0,7.0,41.0,7.1,38.54506717,38.54506717,90,54000,6,0,1
22.0,41.43333333,21.39,40.56666667,21.1,43.245,19.5,43.93333333,17.7,51.53388889,8.1,99.9,17.1,42.735,20.52777778,50.53666667,16.73,46.5,7.683333333,751.2166667,97.0,7.0,39.33333333,7.2,2.938677662,2.938677662,180,54600,6,0,1
22.06666667,41.89333333,21.46333333,40.83333333,21.1,43.29,19.42666667,44.0,17.7,51.65722222,8.1,99.9,17.1,42.96555556,20.58888889,50.37555556,16.73,46.5,7.766666667,751.1333333,97.0,7.0,37.66666667,7.3,25.7449823,25.7449823,90,55200,6,0,1
22.1,42.06,21.6,40.9,21.16666667,43.36333333,19.39,44.06666667,17.7,51.72,8.1,99.9,17.345,44.86333333,20.63888889,50.45388889,16.79,46.59,7.85,751.05,97.0,7.0,36.0,7.4,43.05062975,43.05062975,120,55800,6,0,1
22.1,42.0,21.6,40.82666667,21.2,43.4,19.39,44.4,17.7,51.735,8.1,99.9,17.89277778,45.81166667,20.7,50.545,16.79,46.59,7.933333333,750.9666667,97.0,7.0,34.33333333,7.5,49.27010712,49.27010712,90,56400,6,0,1
22.1,42.03,21.6,40.845,21.26,43.46666667,19.42666667,44.8,17.7,51.845,8.19,99.9,18.36,45.79166667,20.755,50.46111111,16.73,46.7,8.016666667,750.8833333,97.0,7.0,32.66666667,7.6,19.83811304,19.83811304,140,57000,6,0,1
22.1,42.16333333,21.7,41.03,21.29,43.53,19.5,45.13333333,17.7,51.96611111,8.263333333,99.9,18.70055556,45.55722222,20.81777778,50.37555556,16.73,46.76,8.1,750.8,97.0,7.0,31.0,7.7,23.41417925,23.41417925,180,57600,6,0,1
22.16666667,42.49666667,21.7,41.69666667,21.29,43.66333333,19.5,45.39,17.7,52.11055556,8.33,99.9,18.96277778,45.76166667,20.90833333,50.39388889,16.79,46.82666667,8.266666667,750.8833333,97.0,7.0,29.33333333,7.85,21.03277592,21.03277592,110,58200,6,0,1
22.16666667,43.63,21.66666667,42.15666667,21.39,44.19333333,19.5,45.79666667,17.72,52.35888889,8.463333333,99.9,19.19166667,46.23833333,21.0,50.33888889,16.79,46.9,8.433333333,750.9666667,97.0,7.0,27.66666667,8.0,45.78174225,45.78174225,120,58800,6,0,1
22.2,44.23,21.6,42.43,21.46333333,44.66,19.5,46.62666667,17.735,52.59555556,8.63,99.9,19.35111111,46.455,21.05,50.46,16.79,47.0,8.6,751.05,97.0,7.0,26.0,8.15,24.11571885,24.11571885,180,59400,6,0,1
22.2,44.15666667,21.6,42.59,21.5,44.9,19.5,46.76,17.78,52.81777778,8.763333333,99.9,19.445,46.24666667,21.08888889,50.66,16.79,47.06,8.766666667,751.1333333,97.0,7.0,24.33333333,8.3,47.12041615,47.12041615,410,60000,6,0,1
22.16666667,43.93,21.6,42.59,21.5,44.9,19.5,46.93333333,17.79,52.92777778,8.926666667,99.9,19.47611111,46.00388889,21.10555556,50.87388889,16.73,47.23,8.933333333,751.2166667,97.0,7.0,22.66666667,8.45,6.208942924,6.208942924,130,60600,6,0,1
22.1,43.73,21.53333333,42.59,21.53333333,44.86333333,19.5,47.0675,17.79,53.015,9.066666667,99.9,19.27611111,46.09888889,21.18888889,51.07555556,16.79,47.29,9.1,751.3,97.0,7.0,21.0,8.6,28.18539698,28.18539698,150,61200,6,0,1
22.1,43.66333333,21.53333333,42.59,21.6,44.79,19.5,47.16333333,17.79,53.10222222,9.19,99.9,19.13888889,46.41833333,21.205,51.385,16.73,47.43333333,9.35,751.3833333,96.5,6.666666667,24.16666667,8.783333333,36.56183572,36.56183572,140,61800,6,0,1
22.1,43.59,21.5,42.59,21.6,44.66333333,19.5,47.29,17.79,53.16944444,9.263333333,99.9,19.02777778,46.59055556,21.28,51.87555556,16.79,47.56,9.6,751.4666667,96.0,6.333333333,27.33333333,8.966666667,0.028526108,0.028526108,150,62400,6,0,1
22.1,43.59,21.56666667,42.59,21.6,44.59,19.5,47.36333333,17.79,53.35277778,9.5,99.9,18.95722222,46.87388889,21.31777778,52.34555556,16.79,47.745,9.85,751.55,95.5,6.0,30.5,9.15,31.41777926,31.41777926,170,63000,6,0,1
22.175,44.17,21.63333333,42.86,21.63333333,44.65666667,19.5,47.69333333,17.82888889,53.85777778,9.626666667,99.9,18.87333333,47.17,21.35666667,52.62277778,16.79,47.93333333,10.1,751.6333333,95.0,5.666666667,33.66666667,9.333333333,18.53631228,18.53631228,210,63600,6,0,1
22.26,44.36333333,21.7,43.0,21.7,44.93,19.5,48.1,17.86777778,54.145,9.83,99.9,18.84,47.50944444,21.39611111,52.69277778,16.79,48.06,10.35,751.7166667,94.5,5.333333333,36.83333333,9.516666667,4.288093746,4.288093746,160,64200,6,0,1
22.29,44.45666667,21.79,43.0,21.7,45.12666667,19.6,48.79,17.88444444,54.21388889,10.03,99.9,18.94833333,48.00555556,21.48777778,52.82277778,16.79,48.26666667,10.6,751.8,94.0,5.0,40.0,9.7,33.80983785,33.80983785,170,64800,6,0,1
22.35666667,45.73,21.85666667,43.06,21.7,45.4,19.6,48.79,17.81777778,54.14777778,10.25666667,99.9,19.27166667,47.87777778,21.58333333,52.78111111,16.79,48.46666667,10.76666667,751.9666667,93.5,5.5,37.5,9.783333333,30.45788729,30.45788729,190,65400,6,0,1
22.39,45.1,21.89,43.09,21.7,45.5,19.7,49.06666667,17.87888889,54.28611111,10.52,99.9,19.27611111,47.73277778,21.65,52.7,16.79,48.62666667,10.93333333,752.1333333,93.0,6.0,35.0,9.866666667,4.804955062,4.804955062,180,66000,6,0,1
22.39,44.69333333,21.89,43.09,21.7,45.6725,19.76,49.4,17.89,54.38777778,10.76333333,99.9,19.18333333,48.03833333,21.72,52.63277778,16.79,48.83333333,11.1,752.3,92.5,6.5,32.5,9.95,19.94523534,19.94523534,220,66600,6,0,1
22.46333333,44.56,22.0,43.09,21.7,45.79,19.96,49.76,17.89,54.42222222,10.92666667,99.9,19.1,48.27555556,21.765,52.545,16.79,49.03,11.26666667,752.4666667,92.0,7.0,30.0,10.03333333,4.916088399,4.916088399,660,67200,6,0,1
22.46333333,45.1,22.0,43.09,21.7,45.82666667,20.1,49.5,17.93277778,54.47222222,11.0,99.9,19.02222222,48.41666667,21.785,52.59444444,16.79,49.16333333,11.43333333,752.6333333,91.5,7.5,27.5,10.11666667,39.72838471,39.72838471,680,67800,6,0,1
22.53333333,47.19666667,22.03333333,43.45666667,21.7,46.02666667,20.06666667,49.56666667,17.96333333,54.59833333,11.1,99.9,19.06111111,48.44166667,21.71,52.42944444,16.79,49.29,11.6,752.8,91.0,8.0,25.0,10.2,40.88162772,40.88162772,170,68400,6,0,1
22.6,47.93,22.125,43.9975,21.7,46.36666667,20.0,49.9,17.97555556,54.86277778,11.1,99.9,18.99388889,48.235,21.7,52.21166667,16.79,49.36333333,11.63333333,752.85,91.16666667,7.833333333,24.83333333,10.25,20.25072069,20.25072069,100,69000,6,0,1
22.7,47.86333333,22.2,44.26,21.7,46.9,19.96333333,49.76,18.0,55.15722222,11.13,99.9,18.90222222,48.2,21.66666667,51.97666667,16.89,49.62666667,11.66666667,752.9,91.33333333,7.666666667,24.66666667,10.3,0.129364012,0.129364012,120,69600,6,0,1
22.7,47.33,22.2,44.36333333,21.73,47.2,19.89,49.76,18.0,55.35611111,11.19,99.9,18.86777778,48.18444444,21.68888889,52.08222222,16.89,49.7,11.7,752.95,91.5,7.5,24.5,10.35,30.42902017,30.42902017,150,70200,6,0,1
22.79,46.56333333,22.2,44.29,21.79,47.2,19.89,50.12666667,18.0,55.52944444,11.3,99.9,18.86777778,48.475,21.7,52.27555556,16.82333333,49.76666667,11.73333333,753.0,91.66666667,7.333333333,24.33333333,10.4,29.61684625,29.61684625,150,70800,6,0,1
22.79,46.15666667,22.2,44.22333333,21.79,47.06333333,19.89,50.26,18.0,55.645,11.3,99.9,18.89,48.76055556,21.705,52.48833333,16.82333333,49.9,11.76666667,753.05,91.83333333,7.166666667,24.16666667,10.45,45.50787264,45.50787264,170,71400,6,0,1
22.79,45.69333333,22.2,44.03,21.79,46.73,19.89,50.32666667,18.03333333,55.71,11.3,99.9,18.89,49.06444444,21.76,52.67833333,16.89,50.03,11.8,753.1,92.0,7.0,24.0,10.5,19.69755058,19.69755058,140,72000,6,0,1
22.79,45.43333333,22.2,44.0,21.82333333,46.59,19.89,50.3175,18.13611111,60.15222222,11.36,99.9,18.90833333,49.35888889,21.80111111,52.88166667,16.82333333,50.03,11.75,753.2333333,92.5,7.166666667,30.33333333,10.53333333,48.21001384,48.21001384,160,72600,6,0,1
23.0,46.26,22.0,45.13333333,21.89,46.6725,19.7,50.4,20.72944444,65.17055556,11.46333333,99.9,19.2,50.245,21.81777778,53.10055556,17.1,51.0,11.63333333,754.1666667,93.66666667,8.0,35.33333333,10.63333333,27.46782177,27.46782177,120,78000,6,0,1
22.79,46.46666667,21.79,45.7,21.79,46.66333333,19.5,50.03,20.42055556,56.03944444,11.56666667,99.9,19.01111111,49.98111111,21.89611111,53.15722222,17.1,51.23,11.5,754.65,94.5,8.0,32.5,10.65,8.38360599,8.38360599,90,81000,6,0,1
22.73,46.4,21.7,45.59,21.79,46.59,19.5,50.09,20.30666667,55.53444444,11.5,99.9,19.01111111,49.59,21.93277778,53.2,17.16666667,51.36333333,11.43333333,754.7666667,95.0,8.0,36.0,10.66666667,45.86935693,45.86935693,70,81600,6,0,1
22.66666667,46.43,21.7,45.66333333,21.79,46.59,19.39,49.9,20.29,55.01833333,11.39,99.9,19.0,49.33888889,21.89,53.22722222,17.29,51.5,11.36666667,754.8833333,95.5,8.0,39.5,10.68333333,49.54552115,49.54552115,40,82200,6,0,1
22.6,46.29,21.6,45.73,21.79,46.56,19.39,49.9,20.275,54.46888889,11.33,99.9,19.0,49.38777778,21.89,53.43222222,17.23,51.43333333,11.3,755.0,96.0,8.0,43.0,10.7,37.38341823,37.38341823,30,82800,6,0,1
22.5,46.32666667,21.53333333,45.79,21.79,46.43333333,19.39,49.79,20.2,54.1,11.36,99.9,19.0,49.49833333,21.89,53.76055556,17.2,51.4,11.33333333,755.0833333,95.66666667,8.0,40.33333333,10.66666667,24.62693047,24.62693047,30,83400,6,0,1
22.5,46.4,21.5,45.93333333,21.7,46.43333333,19.39,49.79,20.2,53.80388889,11.3,99.9,19.0,49.59,21.89,54.05222222,17.2,51.46666667,11.36666667,755.1666667,95.33333333,8.0,37.66666667,10.63333333,46.64049017,46.64049017,40,84000,6,0,1
22.39,46.32666667,21.42666667,45.93333333,21.7,46.5,19.32333333,49.79,20.2,53.55722222,11.33,99.9,19.0,49.75166667,21.82888889,54.20888889,17.29,51.59,11.4,755.25,95.0,8.0,35.0,10.6,30.85194981,30.85194981,60,84600,6,0,1
22.32333333,46.4,21.39,46.0,21.6,46.5,19.29,49.79,20.16111111,53.37388889,11.39,99.9,19.0,49.735,21.79,54.46277778,17.29,51.59,11.43333333,755.3333333,94.66666667,8.0,32.33333333,10.56666667,19.58520317,19.58520317,70,85200,6,0,1
22.29,46.5,21.39,46.0,21.66666667,46.5,19.29,49.73,20.1,53.245,11.33,99.9,18.99388889,49.95777778,21.775,54.70833333,17.29,51.59,11.46666667,755.4166667,94.33333333,8.0,29.66666667,10.53333333,9.818899632,9.818899632,60,85800,6,0,1
22.23,46.43333333,21.29,46.12666667,21.7,46.5,19.29,49.7,20.09444444,53.10333333,11.39,99.9,18.98166667,50.145,21.7,55.15222222,17.29,51.7,11.5,755.5,94.0,8.0,27.0,10.5,36.00394389,36.00394389,60,0,0,1,2
